Paper_Exp_ID,Behavior,Variable,Human Answer,GPT Answer,GPT Cost,Model
A_30,"change in avg % of red labeled items purchased, baseline to 24 mo",travel_reqt,No,No,0.02154,gpt-4
A_30,"change in avg % of red labeled items purchased, baseline to 24 mo",planning_reqt,No,Unclear,0.0421799999999999,gpt-4
A_30,"change in avg % of red labeled items purchased, baseline to 24 mo",location_reqt,Yes,No,0.02103,gpt-4
A_30,"change in avg % of red labeled items purchased, baseline to 24 mo",timing_reqt,No,No,0.0581099999999999,gpt-4
A_30,"change in avg % of red labeled items purchased, baseline to 24 mo",prosociality,No,Yes,0.0527399999999999,gpt-4
A_30,"change in avg % of red labeled items purchased, baseline to 24 mo",delay,Yes,Yes,0.0449699999999999,gpt-4
A_30,"change in avg % of red labeled items purchased, baseline to 24 mo",authority,No,No,0.02439,gpt-4
A_30,"change in avg % of yellow labeled items purchased, baseline to 12 mo",behavior_priority,secondary,none,0.06264,gpt-4
A_30,"change in avg % of yellow labeled items purchased, baseline to 12 mo",behavior_focal,not,"Behavior 1 (Did the participant get a first shot of a COVID-19 vaccine within the first month after the vaccine became available to him/her?), focal",0.0669599999999999,gpt-4
A_30,"change in avg % of yellow labeled items purchased, baseline to 12 mo",behavior_focal_estimate,Exact,Estimate,0.04101,gpt-4
A_30,"change in avg % of yellow labeled items purchased, baseline to 12 mo",behavior_metric,continuous,continuous,0.06171,gpt-4
A_30,"change in avg % of yellow labeled items purchased, baseline to 12 mo",behavior_selfreport,N,N,0.045,gpt-4
A_30,"change in avg % of yellow labeled items purchased, baseline to 12 mo",financial_reqt,No,No,0.0356399999999999,gpt-4
A_30,"change in avg % of yellow labeled items purchased, baseline to 12 mo",travel_reqt,No,No,0.02154,gpt-4
A_30,"change in avg % of yellow labeled items purchased, baseline to 12 mo",planning_reqt,No,No,0.0421199999999999,gpt-4
A_30,"change in avg % of yellow labeled items purchased, baseline to 12 mo",location_reqt,Yes,No,0.02103,gpt-4
A_30,"change in avg % of yellow labeled items purchased, baseline to 12 mo",timing_reqt,No,No,0.0581099999999999,gpt-4
A_30,"change in avg % of yellow labeled items purchased, baseline to 12 mo",prosociality,No,Unclear,0.0528,gpt-4
A_30,"change in avg % of yellow labeled items purchased, baseline to 12 mo",delay,Yes,Yes,0.0449699999999999,gpt-4
A_30,"change in avg % of yellow labeled items purchased, baseline to 12 mo",authority,No,No,0.02439,gpt-4
A_30,"change in avg % of yellow labeled items purchased, baseline to 24 mo",behavior_priority,secondary,none,0.06264,gpt-4
A_30,"change in avg % of yellow labeled items purchased, baseline to 24 mo",behavior_focal,not,Behavior 1 (Did the participant get a first shot of a COVID-19 vaccine within the first month after the vaccine became available to him/her?)/focal,0.0670799999999999,gpt-4
A_30,"change in avg % of yellow labeled items purchased, baseline to 24 mo",behavior_focal_estimate,Exact,Estimate,0.04101,gpt-4
A_30,"change in avg % of yellow labeled items purchased, baseline to 24 mo",behavior_metric,continuous,continuous,0.06171,gpt-4
A_30,"change in avg % of yellow labeled items purchased, baseline to 24 mo",behavior_selfreport,N,N,0.045,gpt-4
A_30,"change in avg % of yellow labeled items purchased, baseline to 24 mo",financial_reqt,No,Unclear,0.0356999999999999,gpt-4
A_30,"change in avg % of yellow labeled items purchased, baseline to 24 mo",travel_reqt,No,No,0.02154,gpt-4
A_30,"change in avg % of yellow labeled items purchased, baseline to 24 mo",planning_reqt,No,No,0.0421199999999999,gpt-4
A_30,"change in avg % of yellow labeled items purchased, baseline to 24 mo",location_reqt,Yes,No,0.02103,gpt-4
A_30,"change in avg % of yellow labeled items purchased, baseline to 24 mo",timing_reqt,No,No,0.0581099999999999,gpt-4
A_30,"change in avg % of yellow labeled items purchased, baseline to 24 mo",prosociality,No,Unclear,0.0528,gpt-4
A_30,"change in avg % of yellow labeled items purchased, baseline to 24 mo",delay,Yes,Yes,0.0449699999999999,gpt-4
A_30,"change in avg % of yellow labeled items purchased, baseline to 24 mo",authority,No,No,0.02439,gpt-4
A_30,"change in avg A1c, baseline to 12 mo",behavior_priority,secondary,"The text does not provide information on a behavioral outcome named ""change in avg A1c, baseline to 12 mo.""",0.06399,gpt-4
A_30,"change in avg A1c, baseline to 12 mo",behavior_focal,not,Behavior 1 (Did the participant get a first shot of a COVID-19 vaccine within the first month after the vaccine became available to him/her?)/focal,0.06699,gpt-4
A_30,"change in avg A1c, baseline to 12 mo",behavior_focal_estimate,Exact,Estimate,0.04092,gpt-4
A_30,"change in avg A1c, baseline to 12 mo",behavior_metric,continuous,continuous,0.0616199999999999,gpt-4
A_30,"change in avg A1c, baseline to 12 mo",behavior_selfreport,N,N,0.04491,gpt-4
A_30,"change in avg A1c, baseline to 12 mo",financial_reqt,No,Unclear,0.03561,gpt-4
A_30,"change in avg A1c, baseline to 12 mo",travel_reqt,No,No,0.02145,gpt-4
A_30,"change in avg A1c, baseline to 12 mo",planning_reqt,No,Unclear,0.04209,gpt-4
A_30,"change in avg A1c, baseline to 12 mo",location_reqt,No,Unclear,0.0209999999999999,gpt-4
A_30,"change in avg A1c, baseline to 12 mo",timing_reqt,No,No,0.0580199999999999,gpt-4
A_30,"change in avg A1c, baseline to 12 mo",prosociality,No,Unclear,0.05271,gpt-4
A_30,"change in avg A1c, baseline to 12 mo",delay,Yes,Unclear,0.04494,gpt-4
A_30,"change in avg A1c, baseline to 12 mo",authority,No,No,0.0243,gpt-4
A_30,"change in avg A1c, baseline to 24 mo",behavior_priority,secondary,"The text does not provide information on a behavioral outcome named ""change in avg A1c, baseline to 24 mo.""",0.06399,gpt-4
A_30,"change in avg A1c, baseline to 24 mo",behavior_focal,not,"Behavior 1 (Did the participant get a first shot of a COVID-19 vaccine within the first month after the vaccine became available to him/her?), focal",0.06687,gpt-4
A_30,"change in avg A1c, baseline to 24 mo",behavior_focal_estimate,Exact,Estimate,0.04092,gpt-4
A_30,"change in avg A1c, baseline to 24 mo",behavior_metric,continuous,continuous,0.0616199999999999,gpt-4
A_30,"change in avg A1c, baseline to 24 mo",behavior_selfreport,N,N,0.04491,gpt-4
A_30,"change in avg A1c, baseline to 24 mo",financial_reqt,No,Unclear,0.03561,gpt-4
A_30,"change in avg A1c, baseline to 24 mo",travel_reqt,No,No,0.02145,gpt-4
A_30,"change in avg A1c, baseline to 24 mo",planning_reqt,No,Unclear,0.04209,gpt-4
A_30,"change in avg A1c, baseline to 24 mo",location_reqt,No,Unclear,0.0209999999999999,gpt-4
A_30,"change in avg A1c, baseline to 24 mo",timing_reqt,No,No,0.0580199999999999,gpt-4
A_30,"change in avg A1c, baseline to 24 mo",prosociality,No,Unclear,0.05271,gpt-4
A_30,"change in avg A1c, baseline to 24 mo",delay,Yes,Yes,0.0448799999999999,gpt-4
A_30,"change in avg A1c, baseline to 24 mo",authority,No,Unclear,0.02436,gpt-4
A_30,"change in calories purchased per day, baseline to 12 mo",behavior_priority,secondary,"The text does not provide information on a behavioral outcome named ""change in calories purchased per day, baseline to 12 mo.""",0.06399,gpt-4
A_30,"change in calories purchased per day, baseline to 12 mo",behavior_focal,not,"Behavior 1 (Did the participant get a first shot of a COVID-19 vaccine within the first month after the vaccine became available to him/her?), focal",0.06687,gpt-4
A_30,"change in calories purchased per day, baseline to 12 mo",behavior_focal_estimate,Exact,Estimate,0.04092,gpt-4
A_30,"change in calories purchased per day, baseline to 12 mo",behavior_metric,continuous,continuous,0.0616199999999999,gpt-4
A_30,"change in calories purchased per day, baseline to 12 mo",behavior_selfreport,N,N,0.04491,gpt-4
A_30,"change in calories purchased per day, baseline to 12 mo",financial_reqt,No,No,0.03555,gpt-4
A_30,"change in calories purchased per day, baseline to 12 mo",travel_reqt,No,No,0.02145,gpt-4
A_30,"change in calories purchased per day, baseline to 12 mo",planning_reqt,No,No,0.04203,gpt-4
A_30,"change in calories purchased per day, baseline to 12 mo",location_reqt,Yes,No,0.02094,gpt-4
A_30,"change in calories purchased per day, baseline to 12 mo",timing_reqt,No,No,0.0580199999999999,gpt-4
A_30,"change in calories purchased per day, baseline to 12 mo",prosociality,No,Yes,0.0526499999999999,gpt-4
A_30,"change in calories purchased per day, baseline to 12 mo",delay,Yes,Yes,0.0448799999999999,gpt-4
A_30,"change in calories purchased per day, baseline to 12 mo",authority,No,No,0.0243,gpt-4
A_30,"change in calories purchased per day, baseline to 24 mo",behavior_priority,secondary,"The text does not provide information on a behavioral outcome named ""change in calories purchased per day, baseline to 24 mo.""",0.06399,gpt-4
A_30,"change in calories purchased per day, baseline to 24 mo",behavior_focal,not,"Behavior 1 (Did the participant get a first shot of a COVID-19 vaccine within the first month after the vaccine became available to him/her?), focal",0.06687,gpt-4
A_30,"change in calories purchased per day, baseline to 24 mo",behavior_focal_estimate,Exact,Estimate,0.04092,gpt-4
A_30,"change in calories purchased per day, baseline to 24 mo",behavior_metric,continuous,continuous,0.0616199999999999,gpt-4
A_30,"change in calories purchased per day, baseline to 24 mo",behavior_selfreport,N,N,0.04491,gpt-4
A_30,"change in calories purchased per day, baseline to 24 mo",financial_reqt,No,No,0.03555,gpt-4
A_30,"change in calories purchased per day, baseline to 24 mo",travel_reqt,No,No,0.02145,gpt-4
A_30,"change in calories purchased per day, baseline to 24 mo",planning_reqt,No,No,0.04203,gpt-4
A_30,"change in calories purchased per day, baseline to 24 mo",location_reqt,Yes,No,0.02094,gpt-4
A_30,"change in calories purchased per day, baseline to 24 mo",timing_reqt,No,No,0.0580199999999999,gpt-4
A_30,"change in calories purchased per day, baseline to 24 mo",prosociality,No,Yes,0.0526499999999999,gpt-4
A_30,"change in calories purchased per day, baseline to 24 mo",delay,Yes,Yes,0.0448799999999999,gpt-4
A_30,"change in calories purchased per day, baseline to 24 mo",authority,No,No,0.0243,gpt-4
A_30,"change in diastolic BP, baseline to 12 mo",behavior_priority,secondary,none,0.06255,gpt-4
A_30,"change in diastolic BP, baseline to 12 mo",behavior_focal,not,"Behavior 1 (Did the participant get a first shot of a COVID-19 vaccine within the first month after the vaccine became available to him/her?), focal",0.06687,gpt-4
A_30,"change in diastolic BP, baseline to 12 mo",behavior_focal_estimate,Exact,Estimate,0.04092,gpt-4
A_30,"change in diastolic BP, baseline to 12 mo",behavior_metric,continuous,continuous,0.0616199999999999,gpt-4
A_30,"change in diastolic BP, baseline to 12 mo",behavior_selfreport,N,N,0.04491,gpt-4
A_30,"change in diastolic BP, baseline to 12 mo",financial_reqt,No,Unclear,0.03561,gpt-4
A_30,"change in diastolic BP, baseline to 12 mo",travel_reqt,No,No,0.02145,gpt-4
A_30,"change in diastolic BP, baseline to 12 mo",planning_reqt,No,Unclear,0.04209,gpt-4
A_30,"change in diastolic BP, baseline to 12 mo",location_reqt,No,Unclear,0.0209999999999999,gpt-4
A_30,"change in diastolic BP, baseline to 12 mo",timing_reqt,No,No,0.0580199999999999,gpt-4
A_30,"change in diastolic BP, baseline to 12 mo",prosociality,No,Unclear,0.05271,gpt-4
A_30,"change in diastolic BP, baseline to 12 mo",delay,Yes,Yes,0.0448799999999999,gpt-4
A_30,"change in diastolic BP, baseline to 12 mo",authority,No,Unclear,0.02436,gpt-4
A_30,"change in diastolic BP, baseline to 24 mo",behavior_priority,secondary,none,0.06255,gpt-4
A_30,"change in diastolic BP, baseline to 24 mo",behavior_focal,not,"Behavior 1 (Did the participant get a first shot of a COVID-19 vaccine within the first month after the vaccine became available to him/her?), focal",0.06687,gpt-4
A_30,"change in diastolic BP, baseline to 24 mo",behavior_focal_estimate,Exact,Estimate,0.04092,gpt-4
A_30,"change in diastolic BP, baseline to 24 mo",behavior_metric,continuous,continuous,0.0616199999999999,gpt-4
A_30,"change in diastolic BP, baseline to 24 mo",behavior_selfreport,N,N,0.04491,gpt-4
A_30,"change in diastolic BP, baseline to 24 mo",financial_reqt,No,Unclear,0.03561,gpt-4
A_30,"change in diastolic BP, baseline to 24 mo",travel_reqt,No,No,0.02145,gpt-4
A_30,"change in diastolic BP, baseline to 24 mo",planning_reqt,No,Unclear,0.04209,gpt-4
A_30,"change in diastolic BP, baseline to 24 mo",location_reqt,No,Unclear,0.0209999999999999,gpt-4
A_30,"change in diastolic BP, baseline to 24 mo",timing_reqt,No,No,0.0580199999999999,gpt-4
A_30,"change in diastolic BP, baseline to 24 mo",prosociality,No,Unclear,0.05271,gpt-4
A_30,"change in diastolic BP, baseline to 24 mo",delay,Yes,Yes,0.0448799999999999,gpt-4
A_30,"change in diastolic BP, baseline to 24 mo",authority,No,Unclear,0.02436,gpt-4
A_30,"change in diet quality (Healthy Eating Index 2015), baseline to 12 mo",behavior_priority,secondary,none,0.0627,gpt-4
A_30,"change in diet quality (Healthy Eating Index 2015), baseline to 12 mo",behavior_focal,not,"Behavior 1 (main outcome measure for behavior): Did the participant get a first shot of a COVID-19 vaccine within the first month after the vaccine became available to him/her? (0/1), focal",0.0676799999999999,gpt-4
A_30,"change in diet quality (Healthy Eating Index 2015), baseline to 12 mo",behavior_focal_estimate,Exact,Estimate,0.04107,gpt-4
A_30,"change in diet quality (Healthy Eating Index 2015), baseline to 12 mo",behavior_metric,continuous,continuous,0.0617699999999999,gpt-4
A_30,"change in diet quality (Healthy Eating Index 2015), baseline to 12 mo",behavior_selfreport,Y,N,0.0450599999999999,gpt-4
A_30,"change in diet quality (Healthy Eating Index 2015), baseline to 12 mo",financial_reqt,No,No,0.0356999999999999,gpt-4
A_30,"change in diet quality (Healthy Eating Index 2015), baseline to 12 mo",travel_reqt,No,No,0.0215999999999999,gpt-4
A_30,"change in diet quality (Healthy Eating Index 2015), baseline to 12 mo",planning_reqt,No,No,0.0421799999999999,gpt-4
A_30,"change in diet quality (Healthy Eating Index 2015), baseline to 12 mo",location_reqt,No,No,0.0210899999999999,gpt-4
A_30,"change in diet quality (Healthy Eating Index 2015), baseline to 12 mo",timing_reqt,No,No,0.05817,gpt-4
A_30,"change in diet quality (Healthy Eating Index 2015), baseline to 12 mo",prosociality,No,Yes,0.0527999999999999,gpt-4
A_30,"change in diet quality (Healthy Eating Index 2015), baseline to 12 mo",delay,Yes,Yes,0.04503,gpt-4
A_30,"change in diet quality (Healthy Eating Index 2015), baseline to 12 mo",authority,No,No,0.02445,gpt-4
A_30,"change in diet quality (Healthy Eating Index 2015), baseline to 24 mo",behavior_priority,secondary,none,0.0627,gpt-4
A_30,"change in diet quality (Healthy Eating Index 2015), baseline to 24 mo",behavior_focal,not,"Behavior 1 (main outcome measure for behavior): Did the participant get a first shot of a COVID-19 vaccine within the first month after the vaccine became available to him/her? (0/1), focal",0.0676799999999999,gpt-4
A_30,"change in diet quality (Healthy Eating Index 2015), baseline to 24 mo",behavior_focal_estimate,Exact,Estimate,0.04107,gpt-4
A_30,"change in diet quality (Healthy Eating Index 2015), baseline to 24 mo",behavior_metric,continuous,continuous,0.0617699999999999,gpt-4
A_30,"change in diet quality (Healthy Eating Index 2015), baseline to 24 mo",behavior_selfreport,Y,N,0.0450599999999999,gpt-4
A_30,"change in diet quality (Healthy Eating Index 2015), baseline to 24 mo",financial_reqt,No,No,0.0356999999999999,gpt-4
A_30,"change in diet quality (Healthy Eating Index 2015), baseline to 24 mo",travel_reqt,No,No,0.0215999999999999,gpt-4
A_30,"change in diet quality (Healthy Eating Index 2015), baseline to 24 mo",planning_reqt,No,No,0.0421799999999999,gpt-4
A_30,"change in diet quality (Healthy Eating Index 2015), baseline to 24 mo",location_reqt,No,Unclear,0.0211499999999999,gpt-4
A_30,"change in diet quality (Healthy Eating Index 2015), baseline to 24 mo",timing_reqt,No,No,0.05817,gpt-4
A_30,"change in diet quality (Healthy Eating Index 2015), baseline to 24 mo",prosociality,No,Yes,0.0527999999999999,gpt-4
A_30,"change in diet quality (Healthy Eating Index 2015), baseline to 24 mo",delay,Yes,Yes,0.04503,gpt-4
A_30,"change in diet quality (Healthy Eating Index 2015), baseline to 24 mo",authority,No,No,0.02445,gpt-4
A_30,"change in diet quality (Healthy Eating Index 2015), baseline to 6 mo",behavior_priority,secondary,none,0.0627,gpt-4
A_30,"change in diet quality (Healthy Eating Index 2015), baseline to 6 mo",behavior_focal,not,"Behavior 1 (main outcome measure for behavior): Did the participant get a first shot of a COVID-19 vaccine within the first month after the vaccine became available to him/her? (0/1), focal",0.0676799999999999,gpt-4
A_30,"change in diet quality (Healthy Eating Index 2015), baseline to 6 mo",behavior_focal_estimate,Exact,Estimate,0.04107,gpt-4
A_30,"change in diet quality (Healthy Eating Index 2015), baseline to 6 mo",behavior_metric,continuous,continuous,0.0617699999999999,gpt-4
A_30,"change in diet quality (Healthy Eating Index 2015), baseline to 6 mo",behavior_selfreport,Y,N,0.0450599999999999,gpt-4
A_30,"change in diet quality (Healthy Eating Index 2015), baseline to 6 mo",financial_reqt,No,No,0.0356999999999999,gpt-4
A_30,"change in diet quality (Healthy Eating Index 2015), baseline to 6 mo",travel_reqt,No,No,0.0215999999999999,gpt-4
A_30,"change in diet quality (Healthy Eating Index 2015), baseline to 6 mo",planning_reqt,No,No,0.0421799999999999,gpt-4
A_30,"change in diet quality (Healthy Eating Index 2015), baseline to 6 mo",location_reqt,No,No,0.0210899999999999,gpt-4
A_30,"change in diet quality (Healthy Eating Index 2015), baseline to 6 mo",timing_reqt,No,No,0.05817,gpt-4
A_30,"change in diet quality (Healthy Eating Index 2015), baseline to 6 mo",prosociality,No,Yes,0.0527999999999999,gpt-4
A_30,"change in diet quality (Healthy Eating Index 2015), baseline to 6 mo",delay,Yes,Yes,0.04503,gpt-4
A_30,"change in diet quality (Healthy Eating Index 2015), baseline to 6 mo",authority,No,No,0.02445,gpt-4
A_30,"change in healthy purchasing score (avg %), baseline to 12 mo",behavior_priority,secondary,none,0.06261,gpt-4
A_30,"change in healthy purchasing score (avg %), baseline to 12 mo",behavior_focal,not,"Behavior 1 (Did the participant get a first shot of a COVID-19 vaccine within the first month after the vaccine became available to him/her?), focal",0.06693,gpt-4
A_30,"change in healthy purchasing score (avg %), baseline to 12 mo",behavior_focal_estimate,Exact,Estimate,0.04098,gpt-4
A_30,"change in healthy purchasing score (avg %), baseline to 12 mo",behavior_metric,continuous,continuous,0.0616799999999999,gpt-4
A_30,"change in healthy purchasing score (avg %), baseline to 12 mo",behavior_selfreport,N,N,0.0449699999999999,gpt-4
A_30,"change in healthy purchasing score (avg %), baseline to 12 mo",financial_reqt,No,No,0.0356099999999999,gpt-4
A_30,"change in healthy purchasing score (avg %), baseline to 12 mo",travel_reqt,No,No,0.0215099999999999,gpt-4
A_30,"change in healthy purchasing score (avg %), baseline to 12 mo",planning_reqt,No,No,0.0420899999999999,gpt-4
A_30,"change in healthy purchasing score (avg %), baseline to 12 mo",location_reqt,Yes,No,0.0209999999999999,gpt-4
A_30,"change in healthy purchasing score (avg %), baseline to 12 mo",timing_reqt,No,No,0.0580799999999999,gpt-4
A_30,"change in healthy purchasing score (avg %), baseline to 12 mo",prosociality,No,Yes,0.0527099999999999,gpt-4
A_30,"change in healthy purchasing score (avg %), baseline to 12 mo",delay,Yes,Yes,0.0449399999999999,gpt-4
A_30,"change in healthy purchasing score (avg %), baseline to 12 mo",authority,No,No,0.02436,gpt-4
A_30,"change in healthy purchasing score (avg %), baseline to 24 mo",behavior_priority,secondary,"The behavioral outcome ""change in healthy purchasing score (avg %), baseline to 24 mo"" is not mentioned in the provided text.",0.0641699999999999,gpt-4
A_30,"change in healthy purchasing score (avg %), baseline to 24 mo",behavior_focal,not,Behavior 1 (Did the participant get a first shot of a COVID-19 vaccine within the first month after the vaccine became available to him/her?)/focal,0.06705,gpt-4
A_30,"change in healthy purchasing score (avg %), baseline to 24 mo",behavior_focal_estimate,Exact,Estimate,0.04098,gpt-4
A_30,"change in healthy purchasing score (avg %), baseline to 24 mo",behavior_metric,continuous,continuous,0.0616799999999999,gpt-4
A_30,"change in healthy purchasing score (avg %), baseline to 24 mo",behavior_selfreport,N,N,0.0449699999999999,gpt-4
A_30,"change in healthy purchasing score (avg %), baseline to 24 mo",financial_reqt,No,No,0.0356099999999999,gpt-4
A_30,"change in healthy purchasing score (avg %), baseline to 24 mo",travel_reqt,No,No,0.0215099999999999,gpt-4
A_30,"change in healthy purchasing score (avg %), baseline to 24 mo",planning_reqt,No,Unclear,0.04215,gpt-4
A_30,"change in healthy purchasing score (avg %), baseline to 24 mo",location_reqt,Yes,No,0.0209999999999999,gpt-4
A_30,"change in healthy purchasing score (avg %), baseline to 24 mo",timing_reqt,No,No,0.0580799999999999,gpt-4
A_30,"change in healthy purchasing score (avg %), baseline to 24 mo",prosociality,No,Yes,0.0527099999999999,gpt-4
A_30,"change in healthy purchasing score (avg %), baseline to 24 mo",delay,Yes,Yes,0.0449399999999999,gpt-4
A_30,"change in healthy purchasing score (avg %), baseline to 24 mo",authority,No,No,0.02436,gpt-4
A_30,"change in systolic BP, baseline to 12 mo",behavior_priority,secondary,none,0.0625199999999999,gpt-4
A_30,"change in systolic BP, baseline to 12 mo",behavior_focal,not,"Behavior 1 (Did the participant get a first shot of a COVID-19 vaccine within the first month after the vaccine became available to him/her?), focal",0.06684,gpt-4
A_30,"change in systolic BP, baseline to 12 mo",behavior_focal_estimate,Exact,Estimate,0.04089,gpt-4
A_30,"change in systolic BP, baseline to 12 mo",behavior_metric,continuous,continuous,0.06159,gpt-4
A_30,"change in systolic BP, baseline to 12 mo",behavior_selfreport,N,N,0.0448799999999999,gpt-4
A_30,"change in systolic BP, baseline to 12 mo",financial_reqt,No,Unclear,0.03558,gpt-4
A_30,"change in systolic BP, baseline to 12 mo",travel_reqt,No,No,0.0214199999999999,gpt-4
A_30,"change in systolic BP, baseline to 12 mo",planning_reqt,No,Unclear,0.04206,gpt-4
A_30,"change in systolic BP, baseline to 12 mo",location_reqt,No,Unclear,0.0209699999999999,gpt-4
A_30,"change in systolic BP, baseline to 12 mo",timing_reqt,No,No,0.05799,gpt-4
A_30,"change in systolic BP, baseline to 12 mo",prosociality,No,Unclear,0.05268,gpt-4
A_30,"change in systolic BP, baseline to 12 mo",delay,Yes,Yes,0.04485,gpt-4
A_30,"change in systolic BP, baseline to 12 mo",authority,No,No,0.02427,gpt-4
A_30,"change in systolic BP, baseline to 24 mo",behavior_priority,secondary,none,0.0625199999999999,gpt-4
A_30,"change in systolic BP, baseline to 24 mo",behavior_focal,not,Behavior 1 (Did the participant get a first shot of a COVID-19 vaccine within the first month after the vaccine became available to him/her?)/focal,0.0669599999999999,gpt-4
A_30,"change in systolic BP, baseline to 24 mo",behavior_focal_estimate,Exact,Estimate,0.04089,gpt-4
A_30,"change in systolic BP, baseline to 24 mo",behavior_metric,continuous,continuous,0.06159,gpt-4
A_30,"change in systolic BP, baseline to 24 mo",behavior_selfreport,N,N,0.0448799999999999,gpt-4
A_30,"change in systolic BP, baseline to 24 mo",financial_reqt,No,Unclear,0.03558,gpt-4
A_30,"change in systolic BP, baseline to 24 mo",travel_reqt,No,No,0.0214199999999999,gpt-4
A_30,"change in systolic BP, baseline to 24 mo",planning_reqt,No,Unclear,0.04206,gpt-4
A_30,"change in systolic BP, baseline to 24 mo",location_reqt,No,Unclear,0.0209699999999999,gpt-4
A_30,"change in systolic BP, baseline to 24 mo",timing_reqt,No,No,0.05799,gpt-4
A_30,"change in systolic BP, baseline to 24 mo",prosociality,No,Unclear,0.05268,gpt-4
A_30,"change in systolic BP, baseline to 24 mo",delay,Yes,Yes,0.04485,gpt-4
A_30,"change in systolic BP, baseline to 24 mo",authority,No,No,0.02427,gpt-4
A_30,"change in total cholesterol, baseline to 12 mo",behavior_priority,secondary,none,0.06249,gpt-4
A_30,"change in total cholesterol, baseline to 12 mo",behavior_focal,not,Behavior 1 (Did the participant get a first shot of a COVID-19 vaccine within the first month after the vaccine became available to him/her?)/focal,0.0669299999999999,gpt-4
A_30,"change in total cholesterol, baseline to 12 mo",behavior_focal_estimate,Exact,Estimate,0.04086,gpt-4
A_30,"change in total cholesterol, baseline to 12 mo",behavior_metric,continuous,continuous,0.0615599999999999,gpt-4
A_30,"change in total cholesterol, baseline to 12 mo",behavior_selfreport,N,N,0.04485,gpt-4
A_30,"change in total cholesterol, baseline to 12 mo",financial_reqt,No,Unclear,0.03555,gpt-4
A_30,"change in total cholesterol, baseline to 12 mo",travel_reqt,No,No,0.02139,gpt-4
A_30,"change in total cholesterol, baseline to 12 mo",planning_reqt,No,Unclear,0.04203,gpt-4
A_30,"change in total cholesterol, baseline to 12 mo",location_reqt,No,Unclear,0.0209399999999999,gpt-4
A_30,"change in total cholesterol, baseline to 12 mo",timing_reqt,No,No,0.0579599999999999,gpt-4
A_30,"change in total cholesterol, baseline to 12 mo",prosociality,No,Unclear,0.0526499999999999,gpt-4
A_30,"change in total cholesterol, baseline to 12 mo",delay,Yes,Yes,0.04482,gpt-4
A_30,"change in total cholesterol, baseline to 12 mo",authority,No,No,0.02424,gpt-4
A_30,"change in total cholesterol, baseline to 24 mo",behavior_priority,secondary,none,0.06249,gpt-4
A_30,"change in total cholesterol, baseline to 24 mo",behavior_focal,not,Behavior 1 (Did the participant get a first shot of a COVID-19 vaccine within the first month after the vaccine became available to him/her?)/focal,0.0669299999999999,gpt-4
A_30,"change in total cholesterol, baseline to 24 mo",behavior_focal_estimate,Exact,Estimate,0.04086,gpt-4
A_30,"change in total cholesterol, baseline to 24 mo",behavior_metric,continuous,continuous,0.0615599999999999,gpt-4
A_30,"change in total cholesterol, baseline to 24 mo",behavior_selfreport,N,N,0.04485,gpt-4
A_30,"change in total cholesterol, baseline to 24 mo",financial_reqt,No,Unclear,0.03555,gpt-4
A_30,"change in total cholesterol, baseline to 24 mo",travel_reqt,No,No,0.02139,gpt-4
A_30,"change in total cholesterol, baseline to 24 mo",planning_reqt,No,Unclear,0.04203,gpt-4
A_30,"change in total cholesterol, baseline to 24 mo",location_reqt,No,Unclear,0.0209399999999999,gpt-4
A_30,"change in total cholesterol, baseline to 24 mo",timing_reqt,No,No,0.0579599999999999,gpt-4
A_30,"change in total cholesterol, baseline to 24 mo",prosociality,No,Unclear,0.0526499999999999,gpt-4
A_30,"change in total cholesterol, baseline to 24 mo",delay,Yes,Yes,0.04482,gpt-4
A_30,"change in total cholesterol, baseline to 24 mo",authority,No,Unclear,0.0243,gpt-4
A_30,"change in triglycerides, baseline to 12 mo",behavior_priority,secondary,none,0.0625199999999999,gpt-4
A_30,"change in triglycerides, baseline to 12 mo",behavior_focal,not,Behavior 1 (Did the participant get a first shot of a COVID-19 vaccine within the first month after the vaccine became available to him/her?)/focal,0.0669599999999999,gpt-4
A_30,"change in triglycerides, baseline to 12 mo",behavior_focal_estimate,Exact,Estimate,0.04089,gpt-4
A_30,"change in triglycerides, baseline to 12 mo",behavior_metric,continuous,continuous,0.06159,gpt-4
A_30,"change in triglycerides, baseline to 12 mo",behavior_selfreport,N,N,0.0448799999999999,gpt-4
A_30,"change in triglycerides, baseline to 12 mo",financial_reqt,No,Unclear,0.03558,gpt-4
A_30,"change in triglycerides, baseline to 12 mo",travel_reqt,No,No,0.0214199999999999,gpt-4
A_30,"change in triglycerides, baseline to 12 mo",planning_reqt,No,Unclear,0.04206,gpt-4
A_30,"change in triglycerides, baseline to 12 mo",location_reqt,No,Unclear,0.0209699999999999,gpt-4
A_30,"change in triglycerides, baseline to 12 mo",timing_reqt,No,No,0.05799,gpt-4
A_30,"change in triglycerides, baseline to 12 mo",prosociality,No,Unclear,0.05268,gpt-4
A_30,"change in triglycerides, baseline to 12 mo",delay,Yes,Yes,0.04485,gpt-4
A_30,"change in triglycerides, baseline to 12 mo",authority,No,Unclear,0.02433,gpt-4
A_30,"change in triglycerides, baseline to 24 mo",behavior_priority,secondary,none,0.0625199999999999,gpt-4
A_30,"change in triglycerides, baseline to 24 mo",behavior_focal,not,Behavior 1 (Did the participant get a first shot of a COVID-19 vaccine within the first month after the vaccine became available to him/her?)/focal,0.0669599999999999,gpt-4
